"ID","Last Acquisition","Latitude","Longitude","Date","Time (UTC)","Heading","Speed","Official Dest","Official ETA","Draught"
891,"2020-07-08 05:52:11","53.4412 N","4.10507 W","2020-07-07","04:20","210.8°","8.3 kn","ORDER","Jul 3, 08:15","3.2 m"
890,"2020-07-08 04:52:17","53.4412 N","4.10507 W","2020-07-07","04:20","210.8°","8.3 kn","ORDER","Jul 3, 08:15","3.2 m"
889,"2020-07-08 03:52:18","53.4412 N","4.10507 W","2020-07-07","04:20","210.8°","8.3 kn","ORDER","Jul 3, 08:15","3.2 m"
888,"2020-07-08 02:52:16","53.4412 N","4.10507 W","2020-07-07","04:20","210.8°","8.3 kn","ORDER","Jul 3, 08:15","3.2 m"
887,"2020-07-08 01:51:58","53.4412 N","4.10507 W","2020-07-07","04:20","210.8°","8.3 kn","ORDER","Jul 3, 08:15","3.2 m"
886,"2020-07-08 00:52:06","53.4412 N","4.10507 W","2020-07-07","04:20","210.8°","8.3 kn","ORDER","Jul 3, 08:15","3.2 m"
885,"2020-07-07 23:51:57","53.4412 N","4.10507 W","2020-07-07","04:20","210.8°","8.3 kn","ORDER","Jul 3, 08:15","3.2 m"
884,"2020-07-07 22:52:14","53.4412 N","4.10507 W","2020-07-07","04:20","210.8°","8.3 kn","ORDER","Jul 3, 08:15","3.2 m"
883,"2020-07-07 21:52:11","53.4412 N","4.10507 W","2020-07-07","04:20","210.8°","8.3 kn","ORDER","Jul 3, 08:15","3.2 m"
882,"2020-07-07 20:52:12","53.4412 N","4.10507 W","2020-07-07","04:20","210.8°","8.3 kn","ORDER","Jul 3, 08:15","3.2 m"
881,"2020-07-07 19:52:10","53.4412 N","4.10507 W","2020-07-07","04:20","210.8°","8.3 kn","ORDER","Jul 3, 08:15","3.2 m"
880,"2020-07-07 18:52:04","53.4412 N","4.10507 W","2020-07-07","04:20","210.8°","8.3 kn","ORDER","Jul 3, 08:15","3.2 m"
879,"2020-07-07 17:52:10","53.4412 N","4.10507 W","2020-07-07","04:20","210.8°","8.3 kn","ORDER","Jul 3, 08:15","3.2 m"
878,"2020-07-07 16:52:07","53.4412 N","4.10507 W","2020-07-07","04:20","210.8°","8.3 kn","ORDER","Jul 3, 08:15","3.2 m"
877,"2020-07-07 15:52:17","53.4412 N","4.10507 W","2020-07-07","04:20","210.8°","8.3 kn","ORDER","Jul 3, 08:15","3.2 m"
876,"2020-07-07 14:52:04","53.4412 N","4.10507 W","2020-07-07","04:20","210.8°","8.3 kn","ORDER","Jul 3, 08:15","3.2 m"
875,"2020-07-07 13:52:13","53.4412 N","4.10507 W","2020-07-07","04:20","210.8°","8.3 kn","ORDER","Jul 3, 08:15","3.2 m"
874,"2020-07-07 12:52:15","53.4412 N","4.10507 W","2020-07-07","04:20","210.8°","8.3 kn","ORDER","Jul 3, 08:15","3.2 m"
873,"2020-07-07 11:52:14","53.4412 N","4.10507 W","2020-07-07","04:20","210.8°","8.3 kn","ORDER","Jul 3, 08:15","3.2 m"
872,"2020-07-07 10:52:14","53.4412 N","4.10507 W","2020-07-07","04:20","210.8°","8.3 kn","ORDER","Jul 3, 08:15","3.2 m"
871,"2020-07-07 09:52:10","53.4412 N","4.10507 W","2020-07-07","04:20","210.8°","8.3 kn","ORDER","Jul 3, 08:15","3.2 m"
870,"2020-07-07 08:52:24","53.4412 N","4.10507 W","2020-07-07","04:20","210.8°","8.3 kn","ORDER","Jul 3, 08:15","3.2 m"
869,"2020-07-07 07:52:22","53.4412 N","4.10507 W","2020-07-07","04:20","210.8°","8.3 kn","ORDER","Jul 3, 08:15","3.2 m"
868,"2020-07-07 06:52:15","53.4412 N","4.10507 W","2020-07-07","04:20","210.8°","8.3 kn","ORDER","Jul 3, 08:15","3.2 m"
867,"2020-07-07 05:52:14","53.49858 N","4.04825 W","2020-07-07","03:51","212.8°","8.7 kn","ORDER","Jul 3, 08:15","3.2 m"
866,"2020-07-07 04:52:06","53.56538 N","3.85558 W","2020-07-07","02:50","271.8°","9.2 kn","ORDER","Jul 3, 08:15","3.2 m"
865,"2020-07-07 03:52:15","53.56122 N","3.58463 W","2020-07-07","01:51","267.2°","9.4 kn","ORDER","Jul 3, 08:15","3.2 m"
864,"2020-07-07 02:52:21","53.54295 N","3.33458 W","2020-07-07","00:52","281.2°","8.8 kn","ORDER","Jul 3, 08:15","3.2 m"
863,"2020-07-07 01:52:19","53.52407 N","3.12035 W","2020-07-06","23:52","302.7°","8.1 kn","ORDER","Jul 3, 08:15","3.2 m"
862,"2020-07-07 00:52:06","53.4325 N","3.01368 W","2020-07-06","22:51","359.1°","5.3 kn","ORDER","Jul 3, 08:15","3.2 m"
861,"2020-07-06 23:52:05","53.40455 N","3.01777 W","2020-07-06","21:51","76.1°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
860,"2020-07-06 22:52:09","53.40453 N","3.01778 W","2020-07-06","20:50","76.1°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
859,"2020-07-06 21:52:02","53.40373 N","3.02942 W","2020-07-06","19:50","4.9°","0.5 kn","ORDER","Jul 3, 08:15","3.2 m"
858,"2020-07-06 20:52:23","53.403 N","3.02947 W","2020-07-06","18:50","338.7°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
857,"2020-07-06 19:52:27","53.40302 N","3.02945 W","2020-07-06","17:50","338.7°","0.0 kn","ORDER","Jul 3, 08:15","4.7 m"
856,"2020-07-06 18:52:17","53.40297 N","3.02948 W","2020-07-06","16:50","338.7°","0.0 kn","ORDER","Jul 3, 08:15","4.7 m"
855,"2020-07-06 17:52:19","53.40298 N","3.0295 W","2020-07-06","15:50","338.7°","0.0 kn","ORDER","Jul 3, 08:15","4.7 m"
854,"2020-07-06 16:52:18","53.40302 N","3.02945 W","2020-07-06","14:50","338.7°","0.0 kn","ORDER","Jul 3, 08:15","4.7 m"
853,"2020-07-06 15:52:16","53.40304 N","3.02948 W","2020-07-06","13:50","286.2°","0.0 kn","ORDER","Jul 3, 08:15","4.7 m"
852,"2020-07-06 14:52:04","53.40298 N","3.02947 W","2020-07-06","12:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
851,"2020-07-06 13:52:24","53.403 N","3.02945 W","2020-07-06","11:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
850,"2020-07-06 12:52:12","53.403 N","3.02948 W","2020-07-06","10:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
849,"2020-07-06 11:52:08","53.40302 N","3.0295 W","2020-07-06","09:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
848,"2020-07-06 10:52:17","53.403 N","3.02947 W","2020-07-06","08:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
847,"2020-07-06 09:52:23","53.40302 N","3.02948 W","2020-07-06","07:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
846,"2020-07-06 08:52:03","53.40302 N","3.02948 W","2020-07-06","06:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
845,"2020-07-06 07:51:59","53.40298 N","3.02945 W","2020-07-06","05:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
844,"2020-07-06 06:52:02","53.403 N","3.02952 W","2020-07-06","04:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
843,"2020-07-06 05:52:06","53.40302 N","3.02948 W","2020-07-06","03:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
842,"2020-07-06 04:52:12","53.403 N","3.02948 W","2020-07-06","02:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
841,"2020-07-06 03:52:06","53.40295 N","3.02945 W","2020-07-06","01:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
840,"2020-07-06 02:52:17","53.40302 N","3.02948 W","2020-07-06","00:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
839,"2020-07-06 01:52:15","53.40302 N","3.02947 W","2020-07-05","23:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
838,"2020-07-06 00:52:17","53.403 N","3.02948 W","2020-07-05","22:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
837,"2020-07-05 23:51:55","53.403 N","3.02947 W","2020-07-05","21:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
836,"2020-07-05 22:52:10","53.40302 N","3.0295 W","2020-07-05","20:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
835,"2020-07-05 21:51:56","53.40297 N","3.02943 W","2020-07-05","19:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
834,"2020-07-05 20:52:25","53.403 N","3.02943 W","2020-07-05","18:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
833,"2020-07-05 19:51:57","53.403 N","3.02948 W","2020-07-05","17:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
832,"2020-07-05 18:52:07","53.40298 N","3.02947 W","2020-07-05","16:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
831,"2020-07-05 17:52:18","53.403 N","3.02947 W","2020-07-05","15:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
830,"2020-07-05 16:52:12","53.40303 N","3.02945 W","2020-07-05","14:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
829,"2020-07-05 15:52:18","53.403 N","3.02945 W","2020-07-05","13:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
828,"2020-07-05 14:52:15","53.403 N","3.02947 W","2020-07-05","12:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
827,"2020-07-05 13:51:59","53.40302 N","3.02948 W","2020-07-05","11:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
826,"2020-07-05 12:52:16","53.403 N","3.02948 W","2020-07-05","10:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
825,"2020-07-05 11:52:19","53.403 N","3.02947 W","2020-07-05","09:47","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
824,"2020-07-05 10:52:12","53.403 N","3.0295 W","2020-07-05","08:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
823,"2020-07-05 09:52:24","53.40302 N","3.02947 W","2020-07-05","07:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
822,"2020-07-05 08:52:11","53.40302 N","3.02952 W","2020-07-05","06:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
821,"2020-07-05 07:52:04","53.403 N","3.02947 W","2020-07-05","05:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
820,"2020-07-05 06:52:14","53.40302 N","3.02945 W","2020-07-05","04:50","338.7°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
819,"2020-07-05 05:52:14","53.403 N","3.02947 W","2020-07-05","03:44","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
818,"2020-07-05 04:51:50","53.40298 N","3.02947 W","2020-07-05","02:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
817,"2020-07-05 03:52:17","53.40298 N","3.02945 W","2020-07-05","01:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
816,"2020-07-05 02:52:18","53.403 N","3.0295 W","2020-07-05","00:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
815,"2020-07-05 01:51:55","53.403 N","3.02947 W","2020-07-04","23:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
814,"2020-07-05 00:52:11","53.403 N","3.02945 W","2020-07-04","22:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
813,"2020-07-04 23:52:00","53.40302 N","3.02945 W","2020-07-04","21:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
812,"2020-07-04 22:51:58","53.40298 N","3.02948 W","2020-07-04","20:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
811,"2020-07-04 21:52:20","53.403 N","3.02947 W","2020-07-04","19:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
810,"2020-07-04 20:52:08","53.403 N","3.02947 W","2020-07-04","18:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
809,"2020-07-04 19:52:01","53.40302 N","3.02948 W","2020-07-04","17:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
808,"2020-07-04 18:51:59","53.40298 N","3.02943 W","2020-07-04","16:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
807,"2020-07-04 17:52:05","53.403 N","3.02948 W","2020-07-04","15:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
806,"2020-07-04 16:52:00","53.403 N","3.02948 W","2020-07-04","14:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
805,"2020-07-04 15:52:06","53.40302 N","3.02947 W","2020-07-04","13:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
804,"2020-07-04 14:52:03","53.40298 N","3.02948 W","2020-07-04","12:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
803,"2020-07-04 13:51:54","53.40298 N","3.0295 W","2020-07-04","11:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
802,"2020-07-04 12:52:16","53.40302 N","3.02948 W","2020-07-04","10:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
801,"2020-07-04 11:52:03","53.403 N","3.02948 W","2020-07-04","09:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
800,"2020-07-04 10:52:18","53.40302 N","3.0295 W","2020-07-04","08:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
799,"2020-07-04 09:52:19","53.40302 N","3.0295 W","2020-07-04","07:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
798,"2020-07-04 08:52:20","53.40302 N","3.0295 W","2020-07-04","06:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
797,"2020-07-04 07:51:55","53.403 N","3.02947 W","2020-07-04","05:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
796,"2020-07-04 06:51:58","53.40302 N","3.02945 W","2020-07-04","04:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
795,"2020-07-04 05:52:13","53.403 N","3.02948 W","2020-07-04","03:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
794,"2020-07-04 04:52:23","53.40298 N","3.02948 W","2020-07-04","02:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
793,"2020-07-04 03:51:57","53.40298 N","3.02948 W","2020-07-04","01:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
792,"2020-07-04 02:52:04","53.403 N","3.02947 W","2020-07-04","00:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
791,"2020-07-04 01:52:11","53.403 N","3.02948 W","2020-07-03","23:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
790,"2020-07-04 00:52:07","53.40302 N","3.02943 W","2020-07-03","22:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
789,"2020-07-03 23:52:12","53.403 N","3.02947 W","2020-07-03","21:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
788,"2020-07-03 22:51:52","53.403 N","3.02947 W","2020-07-03","20:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
787,"2020-07-03 21:52:22","53.40295 N","3.0295 W","2020-07-03","19:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
786,"2020-07-03 20:52:14","53.403 N","3.02948 W","2020-07-03","18:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
785,"2020-07-03 19:52:28","53.403 N","3.02947 W","2020-07-03","17:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
784,"2020-07-03 18:52:12","53.403 N","3.02947 W","2020-07-03","16:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
783,"2020-07-03 17:52:16","53.40302 N","3.02947 W","2020-07-03","15:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
782,"2020-07-03 16:52:04","53.40302 N","3.02952 W","2020-07-03","14:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
781,"2020-07-03 15:52:10","53.40302 N","3.02948 W","2020-07-03","13:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
780,"2020-07-03 14:52:07","53.40303 N","3.0295 W","2020-07-03","12:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
779,"2020-07-03 13:52:00","53.40303 N","3.0295 W","2020-07-03","11:50","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
778,"2020-07-03 12:52:13","53.40305 N","3.02948 W","2020-07-03","10:52","267.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
777,"2020-07-03 11:52:15","53.40467 N","3.0169 W","2020-07-03","09:52","277.6°","0.0 kn","GBBRK","Jul 3, 08:15","4.7 m"
776,"2020-07-03 10:52:03","53.40505 N","3.01518 W","2020-07-03","08:51","241.6°","1.7 kn","GBBRK","Jul 3, 08:15","4.7 m"
775,"2020-07-03 09:51:58","53.4802 N","3.07803 W","2020-07-03","07:51","144.2°","8.2 kn","GBBRK","Jul 3, 08:15","4.7 m"
774,"2020-07-03 08:51:58","53.51965 N","3.27017 W","2020-07-03","06:51","95.5°","9.1 kn","GBBRK","Jul 3, 08:15","4.7 m"
773,"2020-07-03 07:52:28","53.51733 N","3.37533 W","2020-07-03","05:52","95.6°","5.7 kn","GBBRK","Jul 3, 08:15","4.7 m"
772,"2020-07-03 06:52:07","53.51113 N","3.5466 W","2020-07-03","04:51","91.8°","6.6 kn","GBBRK","Jul 3, 08:15","4.7 m"
771,"2020-07-03 05:52:09","53.47873 N","3.71152 W","2020-07-03","03:50","59.9°","7.1 kn","GBBRK","Jul 3, 08:15","4.7 m"
770,"2020-07-03 04:52:09","53.42433 N","3.88127 W","2020-07-03","02:51","61.1°","6.9 kn","GBBRK","Jul 3, 08:15","4.7 m"
769,"2020-07-03 03:52:08","53.36735 N","4.04858 W","2020-07-03","01:50","59.2°","6.6 kn","GBBRK","Jun 27, 12:00","4.7 m"
768,"2020-07-03 02:52:12","53.34517 N","4.11432 W","2020-07-02","21:54","359.3°","0.0 kn","GBBRK","Jun 27, 12:00","4.7 m"
767,"2020-07-03 01:52:08","53.34517 N","4.11432 W","2020-07-02","21:54","359.3°","0.0 kn","GBBRK","Jun 27, 12:00","4.7 m"
766,"2020-07-03 00:52:01","53.34517 N","4.11432 W","2020-07-02","21:54","359.3°","0.0 kn","GBBRK","Jun 27, 12:00","4.7 m"
765,"2020-07-02 23:52:27","53.3452 N","4.11423 W","2020-07-02","21:45","359.3°","0.0 kn","GBBRK","Jun 27, 12:00","4.7 m"
764,"2020-07-02 22:52:14","53.34555 N","4.1127 W","2020-07-02","20:51","359.3°","0.0 kn","GBBRK","Jun 27, 12:00","4.7 m"
763,"2020-07-02 21:51:57","53.34422 N","4.1119 W","2020-07-02","15:51","122.5°","0.0 kn","GBBRK","Jun 27, 12:00","4.7 m"
762,"2020-07-02 20:52:24","53.34422 N","4.1119 W","2020-07-02","15:51","122.5°","0.0 kn","GBBRK","Jun 27, 12:00","4.7 m"
761,"2020-07-02 19:52:18","53.34422 N","4.1119 W","2020-07-02","15:51","122.5°","0.0 kn","GBBRK","Jun 27, 12:00","4.7 m"
760,"2020-07-02 18:52:06","53.34422 N","4.1119 W","2020-07-02","15:51","122.5°","0.0 kn","GBBRK","Jun 27, 12:00","4.7 m"
759,"2020-07-02 17:52:11","53.34422 N","4.1119 W","2020-07-02","15:51","122.5°","0.0 kn","GBBRK","Jun 27, 12:00","4.7 m"
758,"2020-07-02 16:52:12","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
757,"2020-07-02 15:52:07","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
756,"2020-07-02 14:52:04","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
755,"2020-07-02 13:52:05","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
754,"2020-07-02 12:52:21","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
753,"2020-07-02 11:52:06","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
752,"2020-07-02 10:52:24","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
751,"2020-07-02 09:52:25","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
750,"2020-07-02 08:52:19","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
749,"2020-07-02 07:52:08","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
748,"2020-07-02 06:52:06","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
747,"2020-07-02 05:52:13","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
746,"2020-07-02 04:52:17","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
745,"2020-07-02 03:52:21","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
744,"2020-07-02 02:52:00","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
743,"2020-07-02 01:52:13","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
742,"2020-07-02 00:52:01","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
741,"2020-07-01 23:52:13","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
740,"2020-07-01 22:52:07","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
739,"2020-07-01 21:52:22","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
738,"2020-07-01 20:52:14","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
737,"2020-07-01 19:52:30","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
736,"2020-07-01 18:52:19","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
735,"2020-07-01 17:52:10","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
734,"2020-07-01 16:52:18","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
733,"2020-07-01 15:52:06","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
732,"2020-07-01 14:52:02","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
731,"2020-07-01 13:52:12","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
730,"2020-07-01 12:52:11","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
729,"2020-07-01 11:51:58","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
728,"2020-07-01 10:52:07","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
727,"2020-07-01 09:52:10","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
726,"2020-07-01 08:52:23","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
725,"2020-07-01 07:52:01","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
724,"2020-07-01 06:52:18","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
723,"2020-07-01 05:52:01","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
722,"2020-07-01 04:52:03","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
721,"2020-07-01 03:52:14","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
720,"2020-07-01 02:52:12","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
719,"2020-07-01 01:52:12","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
718,"2020-07-01 00:52:11","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
717,"2020-06-30 23:52:27","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
716,"2020-06-30 22:52:09","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
715,"2020-06-30 21:52:07","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
714,"2020-06-30 20:52:09","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
713,"2020-06-30 19:52:07","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
712,"2020-06-30 18:52:27","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
711,"2020-06-30 17:51:59","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
710,"2020-06-30 16:52:08","53.46768 N","4.15347 W","2020-06-27","00:39","165.0°","8.2 kn","GBBRK","Jun 27, 12:00","4.7 m"
