"ID","Last Acquisition","Latitude","Longitude","Date","Time (UTC)","Heading","Speed","Official Dest","Official ETA","Draught"
1281,"2020-07-24 12:51:57","46.86933 N","8.33358 W","2020-07-24","00:15","194.0°","8.6 kn","BIRKENHEAD","Jun 27, 12:00","4.7 m"
1280,"2020-07-24 11:52:11","46.86933 N","8.33358 W","2020-07-24","00:15","194.0°","8.6 kn","BIRKENHEAD","Jun 27, 12:00","4.7 m"
1279,"2020-07-24 10:52:19","46.86933 N","8.33358 W","2020-07-24","00:15","194.0°","8.6 kn","BIRKENHEAD","Jun 27, 12:00","4.7 m"
1278,"2020-07-24 09:52:10","46.86933 N","8.33358 W","2020-07-24","00:15","194.0°","8.6 kn","BIRKENHEAD","Jun 27, 12:00","4.7 m"
1277,"2020-07-24 08:52:11","46.86933 N","8.33358 W","2020-07-24","00:15","194.0°","8.6 kn","BIRKENHEAD","Jun 27, 12:00","4.7 m"
1276,"2020-07-24 07:52:16","46.86933 N","8.33358 W","2020-07-24","00:15","194.0°","8.6 kn","BIRKENHEAD","Jun 27, 12:00","4.7 m"
1275,"2020-07-24 06:52:26","46.86933 N","8.33358 W","2020-07-24","00:15","194.0°","8.6 kn","BIRKENHEAD","Jun 27, 12:00","4.7 m"
1274,"2020-07-24 05:52:19","46.86933 N","8.33358 W","2020-07-24","00:15","194.0°","8.6 kn","BIRKENHEAD","Jun 27, 12:00","4.7 m"
1273,"2020-07-24 04:52:17","46.86933 N","8.33358 W","2020-07-24","00:15","194.0°","8.6 kn","BIRKENHEAD","Jun 27, 12:00","4.7 m"
1272,"2020-07-24 03:52:15","46.86933 N","8.33358 W","2020-07-24","00:15","194.0°","8.6 kn","BIRKENHEAD","Jun 27, 12:00","4.7 m"
1271,"2020-07-24 02:52:15","46.86933 N","8.33358 W","2020-07-24","00:15","194.0°","8.6 kn","BIRKENHEAD","Jun 27, 12:00","4.7 m"
1270,"2020-07-24 01:52:25","46.93585 N","8.30703 W","2020-07-23","23:46","203.0°","8.3 kn","BIRKENHEAD","Jun 27, 12:00","4.7 m"
1269,"2020-07-24 00:52:11","47.07567 N","8.2404 W","2020-07-23","22:42","199.0°","8.2 kn","BIRKENHEAD","Jun 27, 12:00","4.7 m"
1268,"2020-07-23 23:52:25","47.38073 N","8.07991 W","2020-07-23","20:17","202.0°","7.9 kn","BIRKENHEAD","Jun 27, 12:00","4.7 m"
1267,"2020-07-23 22:52:18","47.38073 N","8.07991 W","2020-07-23","20:17","202.0°","7.9 kn","BIRKENHEAD","Jun 27, 12:00","4.7 m"
1266,"2020-07-23 21:52:25","47.44742 N","8.04471 W","2020-07-23","19:47","198.0°","8.5 kn","BIRKENHEAD","Jun 27, 12:00","4.7 m"
1265,"2020-07-23 19:52:08","47.71677 N","7.92283 W","2020-07-23","17:47","201.0°","8.3 kn","BIRKENHEAD","Jun 27, 12:00","4.7 m"
1264,"2020-07-23 18:52:07","47.83478 N","7.86728 W","2020-07-23","16:50","196.6°","7.4 kn","BIRKENHEAD","Jun 27, 12:00","4.7 m"
1263,"2020-07-23 17:52:17","47.98538 N","7.78863 W","2020-07-23","15:34","201.0°","7.6 kn","BIRKENHEAD","Jun 27, 12:00","4.7 m"
1262,"2020-07-23 16:52:15","48.07267 N","7.75233 W","2020-07-23","14:49","189.0°","7.0 kn","BIRKENHEAD","Jun 27, 12:00","4.7 m"
1261,"2020-07-23 15:52:26","48.23392 N","7.67242 W","2020-07-23","13:34","193.7°","8.3 kn","BIRKENHEAD","Jun 27, 12:00","4.7 m"
1260,"2020-07-23 14:52:25","48.33577 N","7.63618 W","2020-07-23","12:48","192.0°","8.3 kn","BIRKENHEAD","Jun 27, 12:00","4.7 m"
1259,"2020-07-23 13:52:04","49.2816 N","7.1402 W","2020-07-23","05:51","201.3°","7.2 kn","MAAGA","Jul 29, 12:00","3.2 m"
1258,"2020-07-23 12:52:11","49.2816 N","7.1402 W","2020-07-23","05:51","201.3°","7.2 kn","MAAGA","Jul 29, 12:00","3.2 m"
1257,"2020-07-23 11:52:28","49.2816 N","7.1402 W","2020-07-23","05:51","201.3°","7.2 kn","MAAGA","Jul 29, 12:00","3.2 m"
1256,"2020-07-23 10:52:18","49.2816 N","7.1402 W","2020-07-23","05:51","201.3°","7.2 kn","MAAGA","Jul 29, 12:00","3.2 m"
1255,"2020-07-23 09:52:16","49.2816 N","7.1402 W","2020-07-23","05:51","201.3°","7.2 kn","MAAGA","Jul 29, 12:00","3.2 m"
1254,"2020-07-23 08:52:23","49.2816 N","7.1402 W","2020-07-23","05:51","201.3°","7.2 kn","MAAGA","Jul 29, 12:00","3.2 m"
1253,"2020-07-23 07:52:07","49.2816 N","7.1402 W","2020-07-23","05:51","201.3°","7.2 kn","MAAGA","Jul 29, 12:00","3.2 m"
1252,"2020-07-23 06:52:01","49.46523 N","7.04942 W","2020-07-23","04:14","199.7°","7.4 kn","MAAGA","Jul 29, 12:00","3.2 m"
1251,"2020-07-23 05:52:15","49.51703 N","7.02295 W","2020-07-23","03:48","193.5°","7.3 kn","MAAGA","Jul 29, 12:00","3.2 m"
1250,"2020-07-23 04:52:14","49.64185 N","6.9606 W","2020-07-23","02:44","197.4°","7.5 kn","MAAGA","Jul 29, 12:00","3.2 m"
1249,"2020-07-23 03:52:16","49.75223 N","6.90758 W","2020-07-23","01:50","198.5°","7.9 kn","MAAGA","Jul 29, 12:00","3.2 m"
1248,"2020-07-23 02:52:17","49.88593 N","6.83567 W","2020-07-23","00:50","195.1°","8.8 kn","MAAGA","Jul 29, 12:00","3.2 m"
1247,"2020-07-23 01:52:18","50.04972 N","6.7638 W","2020-07-22","23:41","196.0°","9.3 kn","MAAGA","Jul 29, 12:00","3.2 m"
1246,"2020-07-23 00:52:29","50.20052 N","6.69977 W","2020-07-22","22:42","199.9°","9.3 kn","MAAGA","Jul 29, 12:00","3.2 m"
1245,"2020-07-22 23:52:14","50.3261 N","6.6424 W","2020-07-22","21:51","192.7°","9.3 kn","MAAGA","Jul 29, 12:00","3.2 m"
1244,"2020-07-22 22:52:22","50.47233 N","6.56735 W","2020-07-22","20:51","200.5°","8.8 kn","MAAGA","Jul 29, 12:00","3.2 m"
1243,"2020-07-22 21:52:03","50.62195 N","6.48698 W","2020-07-22","19:44","197.5°","8.0 kn","MAAGA","Jul 29, 12:00","3.2 m"
1242,"2020-07-22 20:52:22","50.73178 N","6.43438 W","2020-07-22","18:51","197.4°","7.6 kn","MAAGA","Jul 29, 12:00","3.2 m"
1241,"2020-07-22 19:52:22","50.85173 N","6.37952 W","2020-07-22","17:51","197.6°","7.5 kn","MAAGA","Jul 29, 12:00","3.2 m"
1240,"2020-07-22 18:52:09","50.98215 N","6.31965 W","2020-07-22","16:46","205.2°","7.5 kn","MAAGA","Jul 29, 12:00","3.2 m"
1239,"2020-07-22 17:52:14","51.11645 N","6.25682 W","2020-07-22","15:42","197.3°","8.2 kn","MAAGA","Jul 29, 12:00","3.2 m"
1238,"2020-07-22 16:52:17","51.242 N","6.19455 W","2020-07-22","14:45","198.7°","8.3 kn","MAAGA","Jul 29, 12:00","3.2 m"
1237,"2020-07-22 15:52:01","51.39172 N","6.12043 W","2020-07-22","13:38","193.8°","8.5 kn","MAAGA","Jul 29, 12:00","3.2 m"
1236,"2020-07-22 14:52:18","51.57157 N","6.02187 W","2020-07-22","12:03","100.7°","0.8 kn","MAAGA","Jul 29, 12:00","3.2 m"
1235,"2020-07-22 13:52:22","51.61282 N","6.01098 W","2020-07-22","11:25","181.3°","7.6 kn","MAAGA","Jul 29, 12:00","3.2 m"
1234,"2020-07-22 12:52:06","51.93665 N","5.84675 W","2020-07-22","08:16","202.3°","5.1 kn","MAAGA","Jul 29, 12:00","3.2 m"
1233,"2020-07-22 11:52:08","51.93665 N","5.84675 W","2020-07-22","08:16","202.3°","5.1 kn","MAAGA","Jul 29, 12:00","3.2 m"
1232,"2020-07-22 10:52:29","51.93665 N","5.84675 W","2020-07-22","08:16","202.3°","5.1 kn","MAAGA","Jul 29, 12:00","3.2 m"
1231,"2020-07-22 09:52:26","52.0485 N","5.77008 W","2020-07-22","07:01","201.6°","6.3 kn","MAAGA","Jul 29, 12:00","3.2 m"
1230,"2020-07-22 08:52:22","52.09388 N","5.74237 W","2020-07-22","06:35","200.7°","7.1 kn","MAAGA","Jul 29, 12:00","3.2 m"
1229,"2020-07-22 07:52:26","52.29473 N","5.62043 W","2020-07-22","05:00","199.6°","8.8 kn","MAAGA","Jul 29, 12:00","3.2 m"
1228,"2020-07-22 06:52:25","52.32275 N","5.60388 W","2020-07-22","04:49","200.5°","9.2 kn","MAAGA","Jul 29, 12:00","3.2 m"
1227,"2020-07-22 05:52:08","52.48053 N","5.50915 W","2020-07-22","03:48","199.7°","10.1 kn","MAAGA","Jul 29, 12:00","3.2 m"
1226,"2020-07-22 04:52:19","52.64792 N","5.40672 W","2020-07-22","02:47","202.0°","10.7 kn","MAAGA","Jul 29, 12:00","3.2 m"
1225,"2020-07-22 03:52:18","52.8004 N","5.30623 W","2020-07-22","01:51","202.1°","10.2 kn","MAAGA","Jul 29, 12:00","3.2 m"
1224,"2020-07-22 02:52:19","52.94743 N","5.21525 W","2020-07-22","00:51","200.4°","8.8 kn","MAAGA","Jul 29, 12:00","3.2 m"
1223,"2020-07-22 01:52:16","53.07583 N","5.14103 W","2020-07-21","23:51","199.6°","7.3 kn","MAAGA","Jul 29, 12:00","3.2 m"
1222,"2020-07-22 00:52:31","53.18387 N","5.07475 W","2020-07-21","22:49","200.1°","6.5 kn","MAAGA","Jul 29, 12:00","3.2 m"
1221,"2020-07-21 23:52:09","53.2779 N","5.01593 W","2020-07-21","21:51","204.2°","5.9 kn","MAAGA","Jul 29, 12:00","3.2 m"
1220,"2020-07-21 22:52:05","53.3634 N","4.95922 W","2020-07-21","20:51","212.4°","5.0 kn","MAAGA","Jul 29, 12:00","3.2 m"
1219,"2020-07-21 21:52:08","53.43338 N","4.87393 W","2020-07-21","19:51","216.0°","5.5 kn","MAAGA","Jul 29, 12:00","3.2 m"
1218,"2020-07-21 20:52:28","53.51625 N","4.77073 W","2020-07-21","18:51","217.2°","6.8 kn","MAAGA","Jul 29, 12:00","3.2 m"
1217,"2020-07-21 19:52:04","53.5557 N","4.58497 W","2020-07-21","17:51","274.6°","8.3 kn","MAAGA","Jul 29, 12:00","3.2 m"
1216,"2020-07-21 18:52:14","53.49927 N","4.35842 W","2020-07-21","16:51","306.2°","9.4 kn","MAAGA","Jul 29, 12:00","3.2 m"
1215,"2020-07-21 17:52:08","53.41018 N","4.2145 W","2020-07-21","15:51","341.1°","8.7 kn","MAAGA","Jul 29, 12:00","3.2 m"
1214,"2020-07-21 16:52:24","53.34478 N","4.19432 W","2020-07-21","14:51","174.6°","0.0 kn","MAAGA","Jul 29, 12:00","3.2 m"
1213,"2020-07-21 15:52:05","53.3448 N","4.19437 W","2020-07-21","13:48","174.6°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1212,"2020-07-21 14:52:05","53.34485 N","4.19408 W","2020-07-21","12:48","174.6°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1211,"2020-07-21 13:52:06","53.34513 N","4.19362 W","2020-07-21","03:09","1.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1210,"2020-07-21 12:52:13","53.34513 N","4.19362 W","2020-07-21","03:09","1.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1209,"2020-07-21 11:52:18","53.34513 N","4.19362 W","2020-07-21","03:09","1.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1208,"2020-07-21 10:52:04","53.34513 N","4.19362 W","2020-07-21","03:09","1.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1207,"2020-07-21 09:52:04","53.34513 N","4.19362 W","2020-07-21","03:09","1.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1206,"2020-07-21 08:52:21","53.34513 N","4.19362 W","2020-07-21","03:09","1.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1205,"2020-07-21 07:52:19","53.34513 N","4.19362 W","2020-07-21","03:09","1.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1204,"2020-07-21 06:52:26","53.34513 N","4.19362 W","2020-07-21","03:09","1.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1203,"2020-07-21 05:52:15","53.34513 N","4.19362 W","2020-07-21","03:09","1.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1202,"2020-07-21 04:52:12","53.345 N","4.19403 W","2020-07-21","00:45","1.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1201,"2020-07-21 03:51:58","53.345 N","4.19403 W","2020-07-21","00:45","1.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1200,"2020-07-21 02:52:21","53.345 N","4.19403 W","2020-07-21","00:45","1.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1199,"2020-07-21 01:52:11","53.34508 N","4.19372 W","2020-07-20","23:51","1.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1198,"2020-07-21 00:52:28","53.34512 N","4.19338 W","2020-07-20","22:42","345.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1197,"2020-07-20 23:51:52","53.3443 N","4.19198 W","2020-07-20","21:42","338.0°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1196,"2020-07-20 22:51:59","53.34378 N","4.1923 W","2020-07-20","20:45","311.3°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1195,"2020-07-20 21:52:25","53.3436 N","4.19267 W","2020-07-20","19:51","311.3°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1194,"2020-07-20 20:52:13","53.34367 N","4.19242 W","2020-07-20","18:48","311.3°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1193,"2020-07-20 19:52:28","53.34367 N","4.1929 W","2020-07-20","17:48","265.4°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1192,"2020-07-20 18:52:13","53.34358 N","4.19353 W","2020-07-20","16:45","265.4°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1191,"2020-07-20 17:52:06","53.34442 N","4.19452 W","2020-07-20","15:48","265.4°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1190,"2020-07-20 16:52:13","53.34368 N","4.19273 W","2020-07-19","18:29","21.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1189,"2020-07-20 15:52:23","53.34368 N","4.19273 W","2020-07-19","18:29","21.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1188,"2020-07-20 14:52:16","53.34368 N","4.19273 W","2020-07-19","18:29","21.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1187,"2020-07-20 13:52:20","53.34368 N","4.19273 W","2020-07-19","18:29","21.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1186,"2020-07-20 12:52:03","53.34368 N","4.19273 W","2020-07-19","18:29","21.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1185,"2020-07-20 11:52:12","53.34368 N","4.19273 W","2020-07-19","18:29","21.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1184,"2020-07-20 10:51:58","53.34368 N","4.19273 W","2020-07-19","18:29","21.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1183,"2020-07-20 09:52:22","53.34368 N","4.19273 W","2020-07-19","18:29","21.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1182,"2020-07-20 08:52:25","53.34368 N","4.19273 W","2020-07-19","18:29","21.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1181,"2020-07-20 07:52:05","53.34368 N","4.19273 W","2020-07-19","18:29","21.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1180,"2020-07-20 06:52:06","53.34368 N","4.19273 W","2020-07-19","18:29","21.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1179,"2020-07-20 05:52:01","53.34368 N","4.19273 W","2020-07-19","18:29","21.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1178,"2020-07-20 04:52:21","53.34368 N","4.19273 W","2020-07-19","18:29","21.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1177,"2020-07-20 03:52:08","53.34368 N","4.19273 W","2020-07-19","18:29","21.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1176,"2020-07-20 02:52:11","53.34368 N","4.19273 W","2020-07-19","18:29","21.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1175,"2020-07-20 01:52:23","53.34368 N","4.19273 W","2020-07-19","18:29","21.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1174,"2020-07-20 00:52:12","53.34368 N","4.19273 W","2020-07-19","18:29","21.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1173,"2020-07-19 23:52:07","53.34368 N","4.19273 W","2020-07-19","18:29","21.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1172,"2020-07-19 22:52:23","53.34368 N","4.19273 W","2020-07-19","18:29","21.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1171,"2020-07-19 21:52:17","53.34368 N","4.19273 W","2020-07-19","18:29","21.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1170,"2020-07-19 20:52:24","53.34368 N","4.19273 W","2020-07-19","18:29","21.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1169,"2020-07-19 19:52:18","53.34375 N","4.19263 W","2020-07-19","17:41","21.9°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1168,"2020-07-19 18:52:18","53.3436 N","4.19303 W","2020-07-19","16:44","98.4°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1167,"2020-07-19 17:52:17","53.34378 N","4.19418 W","2020-07-19","15:47","146.3°","0.1 kn","ORDER","Jul 3, 08:15","3.2 m"
1166,"2020-07-19 16:52:12","53.34492 N","4.19417 W","2020-07-18","23:21","355.4°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1165,"2020-07-19 15:51:56","53.34492 N","4.19417 W","2020-07-18","23:21","355.4°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1164,"2020-07-19 14:52:04","53.34492 N","4.19417 W","2020-07-18","23:21","355.4°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1163,"2020-07-19 13:52:25","53.34492 N","4.19417 W","2020-07-18","23:21","355.4°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1162,"2020-07-19 12:52:09","53.34492 N","4.19417 W","2020-07-18","23:21","355.4°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1161,"2020-07-19 11:52:03","53.34492 N","4.19417 W","2020-07-18","23:21","355.4°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1160,"2020-07-19 10:52:11","53.34492 N","4.19417 W","2020-07-18","23:21","355.4°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1159,"2020-07-19 09:52:13","53.34492 N","4.19417 W","2020-07-18","23:21","355.4°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1158,"2020-07-19 08:52:06","53.34492 N","4.19417 W","2020-07-18","23:21","355.4°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1157,"2020-07-19 07:52:19","53.34492 N","4.19417 W","2020-07-18","23:21","355.4°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1156,"2020-07-19 06:52:10","53.34492 N","4.19417 W","2020-07-18","23:21","355.4°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1155,"2020-07-19 05:52:21","53.34492 N","4.19417 W","2020-07-18","23:21","355.4°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1154,"2020-07-19 04:52:11","53.34492 N","4.19417 W","2020-07-18","23:21","355.4°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1153,"2020-07-19 03:52:13","53.34492 N","4.19417 W","2020-07-18","23:21","355.4°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1152,"2020-07-19 02:52:05","53.34492 N","4.19417 W","2020-07-18","23:21","355.4°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1151,"2020-07-19 01:52:00","53.34492 N","4.19417 W","2020-07-18","23:21","355.4°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1150,"2020-07-19 00:52:16","53.34497 N","4.19375 W","2020-07-18","22:24","355.4°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1149,"2020-07-18 23:52:27","53.34435 N","4.19435 W","2020-07-18","21:08","355.4°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1148,"2020-07-18 22:52:19","53.34367 N","4.19275 W","2020-07-18","17:56","3.4°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1147,"2020-07-18 21:52:22","53.34367 N","4.19275 W","2020-07-18","17:56","3.4°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1146,"2020-07-18 20:52:03","53.34367 N","4.19275 W","2020-07-18","17:56","3.4°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1145,"2020-07-18 19:52:02","53.34365 N","4.1927 W","2020-07-18","17:44","3.4°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1144,"2020-07-18 18:52:14","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1143,"2020-07-18 17:52:25","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1142,"2020-07-18 16:52:20","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1141,"2020-07-18 15:52:28","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1140,"2020-07-18 14:52:31","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1139,"2020-07-18 13:52:11","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1138,"2020-07-18 12:51:57","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1137,"2020-07-18 11:52:24","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1136,"2020-07-18 10:51:56","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1135,"2020-07-18 09:52:07","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1134,"2020-07-18 08:52:08","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1133,"2020-07-18 07:52:08","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1132,"2020-07-18 06:52:16","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1131,"2020-07-18 05:52:28","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1130,"2020-07-18 04:52:07","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1129,"2020-07-18 03:52:17","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1128,"2020-07-18 02:52:19","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1127,"2020-07-18 01:52:19","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1126,"2020-07-18 00:52:30","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1125,"2020-07-17 23:51:53","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1124,"2020-07-17 22:52:07","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1123,"2020-07-17 21:52:01","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1122,"2020-07-17 20:52:04","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1121,"2020-07-17 19:52:13","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1120,"2020-07-17 18:52:07","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1119,"2020-07-17 17:52:10","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1118,"2020-07-17 16:52:00","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1117,"2020-07-17 15:52:22","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1116,"2020-07-17 14:52:08","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1115,"2020-07-17 13:52:05","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1114,"2020-07-17 12:52:25","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1113,"2020-07-17 11:52:09","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1112,"2020-07-17 10:52:26","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1111,"2020-07-17 09:52:26","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1110,"2020-07-17 08:52:15","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1109,"2020-07-17 07:52:14","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1108,"2020-07-17 06:52:13","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1107,"2020-07-17 05:52:17","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1106,"2020-07-17 04:52:11","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1105,"2020-07-17 03:52:33","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1104,"2020-07-17 02:52:26","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
1103,"2020-07-17 01:52:18","53.34502 N","4.19349 W","2020-07-16","22:26","311.2°","0.0 kn","ORDER","Jul 3, 08:15","3.2 m"
